Source,Target
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915669162465.jpg,NoSign
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915669162465.jpg,Not Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915669162465.jpg,Few
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915669162465.jpg,False
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915669162465.jpg,SUV
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915669162465.jpg,Bus
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915669162465.jpg,Parked
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915669162465.jpg,Blocking Parts of the Road
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915669162465.jpg,Two-Way
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915669162465.jpg,Forward
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915669162465.jpg,Moving
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915669162465.jpg,Good
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915669162465.jpg,NoImpairments
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915669162465.jpg,3
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915674162465.jpg,Parking Area
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915674162465.jpg,Daytime
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915674162465.jpg,Clear
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915674162465.jpg,Dry
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915674162465.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915674162465.jpg,Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915674162465.jpg,None
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915674162465.jpg,NoSign
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915674162465.jpg,Not Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915674162465.jpg,False
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915674162465.jpg,Two-Way
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915674162465.jpg,Forward
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915674162465.jpg,Moving
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915674162465.jpg,Good
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915674162465.jpg,NoImpairments
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915674162465.jpg,1
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,Parking Area
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,Daytime
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,Clear
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,Dry
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,1
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,Not Clearly Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,Street Parking
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,No Right Turn
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,Multiple
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,False
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,Sedan
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,SUV
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,Parked
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,None
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,One-Way
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,Forward
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,Moving
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,Good
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,NoImpairments
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915683512465.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,Parking Area
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,Daytime
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,Clear
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,Dry
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,1
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,Not Clearly Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,Street Parking
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,Stop Sign
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,Few
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,False
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,SUV
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,Sedan
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,Parked
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,None
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,One-Way
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,Forward
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,Moving
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,Good
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,NoImpairments
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915687112465.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,Parking Area
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,Daytime
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,Clear
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,Dry
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,1
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,Not Clearly Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,Street Parking
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,Stop Sign
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,Few
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,False
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,Sedan
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,Parked
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,None
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,One-Way
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,Forward
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,Approaching Intersection
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,Good
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,NoImpairments
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915688612465.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,Parking Area
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,Daytime
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,Clear
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,Dry
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,1
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,Not Clearly Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,Street Parking
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,Stop Sign
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,Few
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,False
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,Sedan
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,Parked
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,None
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,One-Way
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,Forward
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,Stopped at Intersection
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,Good
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,NoImpairments
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915690112465.jpg,1
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,Commercial
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,Daytime
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,Clear
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,Dry
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,1
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,Crosswalk
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,NoSign
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,Not Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,None
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,False
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,One-Way
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,Forward
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,Stopped at Intersection
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,Good
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,NoImpairments
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915692862465.jpg,1
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,Commercial
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,Daytime
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,Clear
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,Dry
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,1
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,Crosswalk
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,NoSign
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,Not Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,None
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,False
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,One-Way
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,Forward
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,Stopped at Intersection
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,Good
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,NoImpairments
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915693512465.jpg,1
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,Commercial
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,Daytime
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,Clear
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,Dry
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,1
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,Crosswalk
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,NoSign
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,Not Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,None
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,False
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,One-Way
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,Forward
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,Stopped at Intersection
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,Good
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,NoImpairments
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915696262465.jpg,1
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915698662465.jpg,Commercial
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915698662465.jpg,Daytime
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915698662465.jpg,Clear
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915698662465.jpg,Dry
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915698662465.jpg,1
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915698662465.jpg,Not Clearly Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915698662465.jpg,None
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915698662465.jpg,NoSign
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915698662465.jpg,Not Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915698662465.jpg,False
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915698662465.jpg,One-Way
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915698662465.jpg,Making a Left Turn
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915698662465.jpg,Turning
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915698662465.jpg,Good
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915698662465.jpg,NoImpairments
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915698662465.jpg,1
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,Commercial
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,Daytime
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,Clear
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,Dry
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,Not Clearly Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,None
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,Not Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,Few
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,False
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,Sedan
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,Van
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,Commercial Vehicle
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,Parked
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,Two-Way
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,Forward
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,Moving
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,Good
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,NoImpairments
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915701012465.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,Commercial
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,Daytime
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,Clear
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,Dry
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,Not Clearly Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,None
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,No Parking
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,Few
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,False
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,Pickup Truck
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,Commercial Vehicle
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,Van
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,Parked
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,Two-Way
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,Forward
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,Moving
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,Good
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,NoImpairments
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705112465.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,Commercial
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,Daytime
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,Clear
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,Dry
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,Not Clearly Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,None
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,No Parking
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,Few
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,False
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,Pickup Truck
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,Commercial Vehicle
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,Van
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,Parked
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,Two-Way
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,Forward
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,Moving
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,Good
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,NoImpairments
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915705862465.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Commercial
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Daytime
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Clear
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Dry
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Not Clearly Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,None
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,No Parking
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Multiple
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,False
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Pickup Truck
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Commercial Vehicle
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Van
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Sedan
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Truck
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Parked
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Two-Way
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Forward
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Moving
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,Good
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,NoImpairments
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915708012465.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,Commercial
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,Daytime
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,Clear
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,Dry
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,Not Clearly Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,None
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,Not Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,Multiple
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,False
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,Truck
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,Minivan
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,Van
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,Commercial Vehicle
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,Parked
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,Two-Way
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,Forward
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,Moving
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,Good
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,NoImpairments
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915713262465.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,Industrial
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,Daytime
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,Clear
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,Dry
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,Not Clearly Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,None
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,Not Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,Multiple
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,False
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,Trucks
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,Sedans
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,Parked
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,Two-Way
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,Forward
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,Moving
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,Good
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,NoImpairments
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915715162465.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915719414339.jpg,Commercial
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915719414339.jpg,Daytime
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915719414339.jpg,Clear
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915719414339.jpg,Dry
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915719414339.jpg,2
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915719414339.jpg,Not Clearly Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915719414339.jpg,None
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915719414339.jpg,Not Visible
n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915719414339.jpg,Multiple
